title,author,style,complete,introduce,last_update
我真的是个内线,葛洛夫街兄弟,体育,连载,“ESPN没有把你排入本赛季十佳大前锋行列，不是因为你不够强，而是他们认为一个可以从三分线外晃开对手完成突破，三分命中全联盟前五，组织能力堪比控卫，能够快节奏地全场飞奔，除了身高外和内线几乎完全不搭边的你不算是大前锋。对此，你怎么看？”韦恩面对镜头，十分无辜：“我真的是个内线啊。”,2020-10-29 13:54
农夫凶猛,懒鸟,玄幻,连载,穿越成一个农夫？没问题，毕竟英雄不问出身。何况我还能看见属性栏，开局就有一个金手指是真香啊。但是等等，好像哪里有点不对。领主大人拿出来的那是什么？只见白光一闪，又有一个农夫扛着锄头呆呆傻傻的出现了……（书友群1074—4233—76）（VIP群4274—72089）,2020-10-29 16:26
玄浑道章,误道者,仙侠,连载,在这个神怪遍地的世界经历了第六个纪元之后，煌煌天夏降临了！…………玄浑道章书友群：【762873632】玄浑道章造化之界：【526275426】玄浑道章VIP书友群：【615387042】…………,2020-10-29 14:05
妖魔哪里走,全金属弹壳,仙侠,连载,人道式微，诡道猖獗。百鬼夜行，苍生太苦。我王七麟愿以一柄斩鬼刀，于妖魔环伺之中为我人族杀出一条阳关大道！QQ群号：853332369，大家有喜欢聊天水群的，一起来。,2020-10-29 12:04
柯南之我不是蛇精病,烟火酒颂,轻小说,连载,穿越名侦探柯南的世界，池非迟被送进了医院。周二。医生：“明天周几？”池非迟：“周三。”医生：“咳，明天周五。”池非迟：“……”8月21日。医生：“明天几月几日？”池非迟：“8月22日。”医生：“咳，明天1月1日。”池非迟：“……”当所有人都认为混乱的时间是正确的，而其中一人无法正确辩识并融入其中，那这个人就是异类，就是病人！一入病院深似海，此生痊愈不可能。池非迟深吸一口气：“老！子！不！干！了！”读者群：756660924vip群：443075892,2020-10-29 11:33
信息全知者,魔性沧月,都市,连载,所见能知道一切已发生之事，所闻能看穿世人诡谲人心，所感能知晓他人隐藏在记忆深处的秘密。知道的越多，越不幸福，仰望星空，黄极感受着来自整个宇宙的恶意，以及人类的绝境。仅仅只是地球乡村小农民的他，不得不感慨：“我知道的太多了。”无论是科技还是神话，亦或者宇宙隐藏的bug……皆逃不过信息的感知。面对人类被高等文明圈养而不自知的无解困局，黄极只能跟外星人比一比，谁知道的更多了！,2020-10-28 23:02
我真不是魔神,要离刺荆轲,轻小说,连载,作为一个平平无奇的书店老板。灵平安此生最大的志愿，就是混吃等死，躺平等赢。但他怎么都想不到，自己随随便便卖出去的书，在他的客人眼里，每一本都是记录着无比恐怖的知识与不可叵测的真理的神圣典籍！他更想不到，自己随随便便打几把游戏，就拯救了一个又一个世界。更猜不到，自己种的桃树，养的猫，都是神！就连他穿过的旧衣服，丢掉的外卖盒饭，在别人眼中，都是神物！所有人，都将他看成了不可名状的邪神头子，统御万界无上主宰。对此灵平安表示：要相信科学，不要封建迷信！信不信我打电话举报你们宣扬封建迷信？！书友群：1067719134，欢迎各位上帝与创世神加入一起快活,2020-10-28 22:48
大道纪,裴屠狗,科幻,连载,万千宇宙天骄并起，无穷次元霸主同存。武侠世界，有道人铸剑王权，威临天下一甲子，名传后世三千年，无双无对，古今第一，无上大宗师。神鬼世界，百鬼日行，道人驻世不死，一问鬼神，二问苍天，以地伐天，封神天下，万神之宗长。万阳世界，神魔咆哮天地，大妖宰执星河，一世称尊，灿若骄阳，古今亿万载，万阳同天，有道人登临绝巅，人若长河，横压万阳之上。皇天界，蛮荒大界，巫神大界，元阳界，大龙界........战魔尊，斗皇天，平动乱，撼神庭，定蛮荒，试手巫神，对弈天帝......踏过诸天，行罢万界，安奇生蓦然发现，万道万神，已在掌心三寸之间。已有480万字完本精品小说《诸天投影》，人品保证。诸天大道宗普群1031416893。诸天大道宗全订群724433161，欢迎加群。,2020-10-28 23:43
从网络神豪开始,琉璃湾,都市,连载,身为神豪，您的时间就是金钱！【当前系统等级：1级】【每一秒钟，获得0.01元的现金】【叮！恭喜您获得“网络神豪体验卡”一张】神豪之路，就此开启……,2020-10-29 14:33
时空斗甲行,萧潜,科幻,连载,人灵魂机器人机甲在时空流浪的故事（非系统文，却比系统文要强悍。）备注：这是老萧自嗨的书。再备注：这个故事发生在平行世界，和现实世界完全无关，架空，架空！最后，书中的科技和机器，灵魂和基因，全都是脑洞，看看就好，别认真，认真你就输了。,2020-10-29 08:00
学魔养成系统,给您添蘑菇啦,都市,连载,【今天，你变得更博学了吗？】【根据您的脑负载，学习效率提升为28倍。】【今日剩余学习活力值，26小时。】【活力值耗尽后，将无法获得知识。】【请通过系统内置功能进行放松恢复。】活力有限，疲劳当头，学魔来不及多想——卷来！————————老群已炸，新群当苟——877827217（满）1093871343（可进）980816918（VIP群，进群劳烦出示2000粉丝值截图）,2020-10-29 06:55
圣墟,辰东,玄幻,连载,在破败中崛起，在寂灭中复苏。沧海成尘，雷电枯竭，那一缕幽雾又一次临近大地，世间的枷锁被打开了，一个全新的世界就此揭开神秘的一角……,2020-10-28 00:05
都市极品医神,风会笑,都市,连载,【火爆爽文】五年前，废物叶辰犹如地上蠕虫般被人耻笑！但是五年后，他带着一百位上古大能回来了！吊打一切，谁与争锋！,2020-10-28 22:02
柯学验尸官,河流之汪,轻小说,连载,【这是柯南同人】本书全称：《刚穿越到柯学世界就被名侦探指认为头号犯罪嫌疑人，身为验尸官的我现在一点不慌》,2020-10-28 23:57
赘婿,愤怒的香蕉,历史,连载,武朝末年，岁月峥嵘，天下纷乱，金辽相抗，局势动荡，百年屈辱，终于望见结束的第一缕曙光，天祚帝、完颜阿骨打、吴乞买，成吉思汗铁木真、札木合、赤老温、木华黎、博尔忽、博尔术、秦桧、岳飞、李纲、种师道、唐恪、吴敏、耿南仲、张邦昌，忠臣与奸臣的较量，英雄与枭雄的博弈，胡虏南下，百万铁骑叩雁门，江山沦陷，生灵涂炭，一个国家与民族百年的屈辱与抗争，先行者的哭泣、呐喊与悲怆……而在这之前一点点，江宁城中，暗流涌动，一个商贾家毫不起眼的小小赘婿，正在很没责任感地过着他那只想吃东西、看表演的悠闲人生……,2020-09-28 18:54
太乙,雾外江山,仙侠,连载,奠玉群仙座，焚香太乙宫。……两个宇宙的对撞吞噬，胜负的关键时刻，叶江川来到了这里。穿越到此，他时常能够来到一间变化万千的小酒馆。这个酒馆似乎有无穷的形态，时而是古代东方酒肆、时而是现代都市酒吧、时而是未来机械酒馆……侠客、矮人、恶鬼、机械生命……叶江川在这里见过许多不同生命形态的过客，直到那天，他遇到了一位牵着青牛的耄耋老者！奇迹卡牌，混沌道棋。秘宝、血脉、神通、奇遇……当这些摆在他的面前唾手可得时，叶江川便明白，一切都不一样了！,2020-10-29 00:00
梦回大明春,王梓钧,历史,连载,穿越到大明朝，考科举是黑户，想读书又没老师。好在隔壁就是流放王阳明的龙场驿，不过还得等几年，那就先抢一个老师回家凑合着学吧。,2020-10-28 22:20
大医凌然,志鸟村,都市,连载,医学院学生凌然有一个小目标，要成为世界上最伟大的医生，结果不小心实现了。,2020-10-29 13:03
我快亏成麻瓜了,江公子阿宝,游戏,连载,我是一个从哈利波特世界穿越来的巫师，说好了把钱花完就放我回家。一不小心，投资了《小战狼》《小哪吒》《小破球》……一不小心，猫厂横空出世，成了最大的互联网公司；一不下心，把国内的芯片技术推到了2nm，随便你米果怎么制裁都没用；一不小心，招聘了一群背刺狂，我亏着亏着……就亏成了世界首富。我真是太难了，这些钱再花不掉，我就要留下来找人生猴子了。VIP书友群：439140772（进群需全订或两千粉丝值）推荐朋友写的好书《大盗贼》《网游之神宠猎人》~都是精品~,2020-10-29 11:43
明尊,辰一十一,仙侠,连载,大哉乾元，万物资始，乃以统天。无上明尊，时乘六龙，所其无逸。———————————————————这是一个土著主角的穿越者老爷爷苏醒，金手指成精了的故事。…………………………我钱晨一路走来，从来只靠自己！太上爸爸救我！,2020-10-28 22:38
我老婆是大明星,玉米煮不熟,都市,连载,领导想把当大明星的女儿嫁给我……可是我不想吃软饭怎么办？（日常风，轻喜剧，无戾气，不重口，欢迎试读……）交流群：1014601906,2020-10-28 23:41
奶爸学园,剑沉黄海,都市,连载,都说女儿是前世的情人，那万一前身是海王怎么办？在线等，我好方呐~~~金牌编剧穿越而来，面对的不是飞黄腾达三宫六院娱乐帝国，而是，满！园！子！的！瓜！娃！子！（日常风，温馨风，轻喜风，有萌娃，已有完本小说《与萌娃的文艺生活》《哥哥万万岁》）,2020-10-29 00:30
我老婆是女学霸,太白猫,都市,连载,相亲遇到个女学霸，还不小心得罪了她...而且她竟然就住在对门！【日常风，有点轻松，有点幽默，有点温馨】,2020-10-29 15:01
末日之最终战争,如水意,军事,完本,外星人带着敌意降临。面对外星人的入侵，人类弱小的就像是蝼蚁。所以这是末日，真正的末日。但是有入侵就有反抗。对有些人来说这不是末日，这是战争。所以这就是战争。真正的战争！,2020-10-20 08:16
永恒国度,孤独漂流,仙侠,连载,凌晨，天灾降临。天道生变，万灵欲念执念充斥天地，天道不能承受，恶念横行，众生意念演变幻想世界，恶念，善念，执念，欲望纠缠不休，天道无法承受，已到极限，极则变，幻想降临，万界相融，万物霜天竞自由。此为新纪元开启，是毁灭，亦为新生。这一纪元为永恒纪元。,2020-10-28 23:45
捡到一只始皇帝,历史系之狼,历史,连载,有什么比穿越到先秦去对抗白起更让人头疼？秦质子异人要将他的侍妾赵姬托付于我。书名又为《始皇帝养成计划》，《我绝不要当缪毐》。,2020-10-29 13:00
中医许阳,唐甲甲,都市,连载,这是一本非常硬核的中医小说！是一本真正的中医小说！这是一个天才小中医在因为某次医疗事故被开除之后，遇上一个不太聪明的系统，得以回到几十年前跟当代名医学习，然后逐渐成长为一个真中医的故事。这本书写的是正统中医治病救人的故事，写的是一个小中医用一生去践行大医精诚四个字的故事。我想通过这本书告诉大家中医到底能不能治病，到底是怎么治病的！注：本书所涉医案均为真实医案！,2020-10-28 23:55
牧龙师,乱,玄幻,连载,这片大陆上任何生灵都有几率化龙。传言每个生命都有自己的一道龙门，跃过之后，宛如苍穹日月，耀眼辉煌。人也是如此。人的龙门就在于化身牧龙师。四处找寻那些即将化龙的小幼灵，将它们驯养成当世无双的龙王！,2020-10-28 22:43
我不是真的想惹事啊,左断手,悬疑,连载,穷山恶水，阴森恐怖。妖魔潜藏，生人勿进。叮：前方三里，地下有尸，千年不化，撩它，你将得到铜头铁臂金刚身。听到提示音，柳金表示无奈。尸哥，我真的不想惹事，但我的系统就是这么贱，我也没办法啊。群号；581501849v群：1125095472，需要审核。,2020-10-28 22:23
警探长,奉义天涯,都市,连载,案中案，局中局，曲折离奇却又理所当然。要记得每一个细节，那将是破案关键！奉义九州恩仇事，天涯四海仗剑行一个警察的故事，全程智商在线。伏笔很多，书友圈和评论区大神更多，欢迎留言，欢迎预测剧情～,2020-10-29 13:19
白骨大圣,咬火,玄幻,连载,【均订过万玄幻精品！】【《白骨大圣》漫画改编版权已卖出！】死人沾地，老狗刨坟，阴人问路，吃活人饭，知道碰上其中一个意味着什么吗？「已有2万均订作品《这里有妖气》」「《这里有妖气》漫画改编版权已卖出」「《这里有妖气》漫画已上线，可在腾讯动漫、起点漫画、b站漫画阅读」书友①群：608548874；（已被祭天）书友②群：760859432；（少量空位）书友③群：633795166。（少量空位）,2020-10-28 23:59
我在幕后调教大佬,阎ZK,玄幻,连载,妖魔，神灵，怪异。云上俯瞰天下的灵，行走在大地上的人。赵离一头载入了这个危险的时代，直接地狱开局。唯一的破局在于他异变的梦境。为了拼命活下去，他不得不走上一条在梦里具现出各大boss，然后想方设法抓人入梦，‘培养’这批人的道路。在当年蹂躏过第四天灾的boss们残酷的训练之下，赵离得到了自己想要的东西，心满意足地把他们放了出去——于是，这个世界发现，新的‘boss’们诞生了。,2020-10-29 14:15
我真不是仙二代,明月地上霜,仙侠,连载,安不浪是一个顶级仙二代，但他并不快乐。一日，一个容貌绝美的少女走到他的面前，拿出一纸婚书：“安不浪，我要退婚！”安不浪勃然大怒：“三十年河东，三十年河西，莫欺少年……”“呜呜呜……别人都说我配不上你……”少女突然泪流满面，“是，我仅仅是个十大圣宗的宗主之女，仅有一条圣品寒灵根的卑微少女而已，连神女榜榜首都不是的渣渣，我高攀不上你，但我还不能悔婚吗？！”说罢，少女将婚书撕裂，暴风雨哭泣，掩面飞走。安不浪一脸懵逼地站在原地。我这该死的仙二代！！……（普群：1031630512VIP群：229370094，上架前需2000粉丝值进群~）,2020-10-29 12:00
世子很凶,关关公子,历史,连载,世如棋，人如子。庙堂尔虞我诈，江湖爱恨情仇，市井喜怒哀乐，无非是一颗颗棋子，在棋盘上串联交织，迸发出的点点火光。昭鸿年间，坊间盛传有藩王窥伺金殿上那张龙椅，皇帝召各路藩王世子入京求学，实为质子。许不令身为肃王世子，天子脚下，本该谨言慎行‘藏拙自污’。结果……群众：“许世子德才兼备，实乃‘不鸣则已，一鸣惊人’。”许不令：“我不是，别瞎说。”群众：“许世子算无遗策，有平天下之大才。”许不令：“我没有，闭嘴。”群众：“许世子文韬武略，乃治世之能臣，乱世之……”许不令：“你们TM……”————PS：完本人品保证，更新暴力，能宰直接宰吧！闲聊吹水群：1群667413480（满）2群670443574（空）V群进群单敲管理。,2020-10-29 00:00
魔王不必被打倒,如倾如诉,轻小说,连载,————【圣剑】。————【技能】。————【祝福】。作为被召唤到异世界的勇者，该开的挂，希恩就基本都开遍了。而他的任务也只有一个，那就是响应女神的愿望，打倒魔王。可是......“魔王并不一定得被打倒吧？”勇者的脑海里就瞬间闪过几百个G的画面。“嗯，这才是打倒魔王的正确姿势。”群号：1104051839（内有VIP群号，如想入群，可前往了解）（PS：已完本四本500万字以上长篇小说《少女大召唤》、《全方位幻想》、《直死无限》、《奇迹的召唤师》，更新有节操，各位书友可以放心食用。）,2020-10-29 10:59
从火影开始做幕后黑手,浓墨浇书,轻小说,连载,木叶历56年，晓组织多了两个成员，其中一个叫宇智波鼬，另一个叫上原奈落。他，是个影帝。他，是个挂比。（日更过万）,2020-10-29 17:31
第一序列,会说话的肘子,都市,完本,废土之上，人类文明得以苟延残喘。一座座壁垒拔地而起，秩序却不断崩坏。有人说，当灾难降临时，精神意志才是人类面对危险的第一序列武器。有人说，不要让时代的悲哀，成为你的悲哀。有人说，我要让我的悲哀，成为这个时代的悲哀。这次是一个新的故事。浩劫余生，终见光明。,2020-08-19 12:59
我的1978小农庄,名窑,都市,连载,远离城市喧嚣的小山村开起了一个小农庄这里有七八年十多块一瓶的茅台，有七八块的五粮液有机菜，有机鱼虾，有机煮羊肉，绿色环保味道好。本是中年离异失败男，转身成了悠闲农庄主。山村小农庄，名声远播。拖鞋汗衫芭蕉扇，晃晃悠悠一整天。&amp;ldquo;订餐，没的问题，排队&amp;rdquo;一天一桌看心情，优哉游哉小日子。李栋摸摸挂在胸口小物件，充满能量了，该去1978年进货了，一个2018年的中年男子，穿越四十年带货开农庄的小故事。QQ群号：1102731606,2020-10-29 11:44
